User Question,Labrador_retriever,Golden_retriever,German_shepherd,French_bulldog,Chihuahua,beagle,Siberian_husky,boxer,Border_collie,Shih-Tzu
chó nào bảo vệ tốt và ít rụng lông và phù hợp với môi trường sống ở nông thôn và thích không gian rộng?,0,0,1,0,0,0,0,1,0,0
có thể sống trong không gian nhỏ dễ nuôi tôi muốn một chú chó dễ dạy bảo và có thể học các lệnh cơ bản.,1,0,0,0,0,0,0,0,0,0
"phù hợp nhất tôi muốn tìm một giống chó thông minh, thân thiện và dễ huấn luyện.",1,1,1,0,0,1,0,0,1,1
Chó nào phù hợp để sống với người thích đi dã ngoại cuối tuần?,1,0,0,0,0,0,0,0,0,0
thân thiện với thú cưng khác năng động tôi cần tìm một giống chó có thể học các trò vui đơn giản và dễ chơi cùng.,1,1,0,1,0,1,0,1,1,1
thích nghi tốt năng động tôi muốn tìm một giống chó không cần phải tắm thường xuyên.,1,0,0,1,0,1,0,1,1,0
cảnh giác với người lạ tốt nhất chó nào thích hợp để nuôi trong gia đình nhiều thành viên?,1,0,0,0,0,0,0,0,0,0
loài chó nào bảo vệ tốt và cảnh giác với người lạ và phù hợp để làm chó cứu hộ hoặc chó hướng dẫn?,0,0,1,0,0,0,0,1,0,0
dành cho người mới nuôi hoàn hảo loài chó nào ít gặp vấn đề sức khỏe và sống thọ?,1,0,0,0,0,0,0,0,0,0
loài chó nào có tính cách yêu thương và cảnh giác với người lạ và phù hợp với gia đình và cảnh giác với người lạ và phù hợp để làm bạn đồng hành lâu dài?,1,0,0,0,0,0,0,0,0,0
tôi muốn tìm một chú chó ít cần chăm sóc và không gây dị ứng và phù hợp với người yêu thích sự yên tĩnh.,1,0,0,0,0,0,0,0,0,0
thích hợp cho gia đình có trẻ nhỏ thích các hoạt động tôi muốn một chú chó có thể sống tốt trong gia đình có trẻ sơ sinh.,1,0,0,0,0,0,0,0,0,0
"tôi muốn một chú chó có khả năng chịu nóng, dành cho người mới nuôi và phù hợp nhất và dành cho người mới nuôi và phù hợp với trẻ nhỏ và không cần chăm sóc nhiều.",0,0,0,1,0,1,0,0,0,0
cảnh giác với người lạ tốt nhất loài chó nào thân thiện với người lạ nhưng cũng cảnh giác khi cần thiết?,1,1,0,0,0,1,0,0,1,1
chó nào dễ nuôi và ít rụng lông và phù hợp với môi trường thành phố nhưng thích hoạt động ngoài trời?,1,0,0,0,0,0,0,0,0,0
chó nào năng động và có thể sống trong không gian nhỏ và phù hợp để sống trong nhà có sân vườn rộng và thích chạy nhảy?,1,0,0,1,1,1,0,1,1,1
chó nào không gây dị ứng và phù hợp nhất và không gây dị ứng và phù hợp để bảo vệ nhà nhưng không quá hung dữ?,0,0,1,0,0,0,0,1,0,0
"không gây dị ứng năng động tôi cần tìm một chú chó dễ chăm sóc, không cần tắm nhiều.",1,0,0,1,0,1,0,1,1,0
thích nghi tốt lý tưởng loài chó nào có khả năng chịu lạnh và thích hợp với khí hậu lạnh giá?,0,0,1,0,0,0,1,0,0,0
thân thiện với thú cưng khác thân thiện có giống chó nào kích thước trung bình mà thân thiện với trẻ nhỏ không?,1,1,0,0,0,1,0,0,1,1
dễ bảo quản tốt nhất tôi muốn một chú chó thích nước và có thể đi biển cùng tôi.,1,0,0,0,0,0,0,0,0,0
bảo vệ tốt tôi muốn tìm một giống chó không gây dị ứng và dễ chăm sóc.,0,0,1,0,0,0,0,1,0,0
dễ bảo quản lý tưởng tôi muốn tìm một chú chó có lông ngắn và dễ chăm sóc.,1,0,0,0,0,0,0,0,0,0
tôi muốn tìm một chú chó bảo vệ tốt và dành cho người mới nuôi và phù hợp với người yêu thích sự yên tĩnh.,0,0,1,0,0,0,0,1,0,0
có thể sống trong không gian nhỏ lý tưởng chó nào ít rụng lông và dễ chăm sóc?,1,0,0,0,0,0,0,0,0,0
tốt nhất tôi muốn một chú chó thân thiện nhưng cũng biết cảnh giác với người lạ.,1,1,0,0,0,1,0,0,1,1
loài chó nào thân thiện và cảnh giác với người lạ và phù hợp để sống trong nhà có nhiều không gian và yêu thích chạy nhảy?,1,1,0,0,1,1,0,0,1,1
thích hợp cho gia đình có trẻ nhỏ ít cần chăm sóc có giống chó nào kích thước trung bình mà thân thiện với trẻ nhỏ không?,1,1,0,0,0,1,0,0,1,1
chó nào dễ nuôi và có thể sống trong không gian nhỏ và phù hợp với gia đình có trẻ nhỏ và không quá năng động?,1,0,0,1,0,1,0,1,1,0
chó nào năng động và phù hợp với người thích đi bộ hàng ngày và cần một bạn đồng hành?,1,0,0,1,0,1,0,1,1,0
"không gây dị ứng tốt nhất tôi cần tìm một giống chó nhỏ, không gây dị ứng và dễ chăm sóc.",0,0,0,1,1,0,0,0,0,1
ít rụng lông năng động tôi cần tìm một giống chó có thể đi du lịch cùng tôi mà không gặp vấn đề lo âu.,1,0,0,1,0,1,0,1,1,0
chó nào bảo vệ tốt và ít rụng lông và phù hợp với người thích đi biển và hoạt động nước?,0,0,1,0,0,0,0,1,0,0
ít rụng lông bảo vệ tốt loài chó nào tốt nhất cho người có cuộc sống bận rộn nhưng yêu thích thú cưng?,0,0,1,0,0,0,0,1,0,0
ít rụng lông lý tưởng tôi cần tìm một giống chó dễ dạy và không cần nhiều đồ ăn đặc biệt.,1,0,0,0,0,0,0,0,0,0
thích hợp cho gia đình có trẻ nhỏ lý tưởng chó nào có tính cách vui vẻ và thích hợp với môi trường gia đình đông người?,1,0,0,0,0,0,0,0,0,0
chó nào tốt nhất và thân thiện với thú cưng khác và phù hợp với môi trường thành phố nhưng thích hoạt động ngoài trời?,1,1,0,0,0,1,0,0,1,1
dễ bảo quản phù hợp nhất loài chó nào có tính cách trung thành và bảo vệ chủ?,0,1,1,0,0,0,0,1,0,0
có thể sống trong không gian nhỏ bảo vệ tốt loài chó nào có khả năng thích ứng tốt với các môi trường sống khác nhau?,0,0,1,0,0,0,0,1,0,0
ít rụng lông phù hợp nhất tôi muốn một chú chó nhỏ nhưng vẫn có thể canh gác tốt.,0,0,1,1,1,0,0,0,0,1
không gây dị ứng bảo vệ tốt tôi muốn tìm một giống chó không cần phải tắm thường xuyên.,0,0,1,0,0,0,0,1,0,0
dễ bảo quản phù hợp nhất tôi cần tìm một chú chó có khả năng bảo vệ nhà cửa nhưng không quá dữ.,0,0,1,0,0,0,0,1,0,0
chó nào bảo vệ tốt và dễ bảo quản và phù hợp với người thích đi bộ đường dài và leo núi?,0,0,1,0,0,0,0,1,0,0
thích nghi tốt thân thiện tôi muốn tìm một chú chó có thể chịu được cả nóng lẫn lạnh.,1,1,0,0,0,1,0,0,1,1
có thể sống trong không gian nhỏ hoàn hảo loài chó nào có thể sống tốt ở khu vực nông thôn và không cần nhiều chăm sóc?,1,0,0,0,0,0,0,0,0,0
"phù hợp cho người bận rộn hoàn hảo tôi cần một giống chó lớn, trung thành và thích hợp cho khu vực có mùa đông lạnh.",0,1,0,0,0,0,0,0,0,0
ít rụng lông lý tưởng có giống chó nào nhỏ mà rất năng động không?,1,0,0,1,0,1,0,1,1,0
phù hợp với gia đình loài chó nào có thể thích nghi với môi trường sống thay đổi liên tục?,1,0,0,0,0,0,0,0,0,0
"thân thiện với thú cưng khác tốt nhất tôi cần tìm một giống chó nhỏ, không gây dị ứng và thân thiện với trẻ nhỏ.",1,1,0,1,1,1,0,0,1,1
ít rụng lông dễ nuôi loài chó nào thích hợp với người bận rộn nhưng vẫn muốn thú cưng?,1,0,0,0,0,0,0,0,0,0
tôi cần tìm một chú chó bảo vệ tốt và thích nghi tốt và phù hợp với gia đình thường xuyên di chuyển.,1,0,1,0,0,0,0,1,0,0
thích nghi tốt thích các hoạt động chó nào thích hợp để sống với người cao tuổi và ít vận động?,1,0,0,0,0,0,0,0,0,0
phù hợp cho người bận rộn tốt nhất tôi cần tìm một giống chó dễ huấn luyện và không đòi hỏi quá nhiều thời gian chăm sóc.,1,0,0,0,0,0,0,0,0,0
không gây dị ứng bảo vệ tốt loài chó nào dễ dạy và có thể học các trò vui đơn giản?,1,0,1,0,0,0,0,1,0,0
không gây dị ứng năng động loài chó nào có khả năng thích nghi với khí hậu lạnh và yêu thích tuyết?,1,0,0,1,0,1,1,1,1,0
thích hợp cho gia đình có trẻ nhỏ dễ nuôi tôi muốn tìm một giống chó trung thành và có khả năng bảo vệ gia đình.,1,1,1,0,0,0,0,1,0,0
chó nào bảo vệ tốt và ít rụng lông và phù hợp với người muốn thú cưng nhỏ gọn và dễ dạy bảo?,1,0,1,0,1,0,0,1,0,0
không gây dị ứng thân thiện tôi muốn một chú chó thân thiện và thích nghi tốt với nhiều loại người khác nhau.,1,1,0,0,0,1,0,0,1,1
không gây dị ứng lý tưởng chó nào có khả năng thích nghi tốt với nhiều loại môi trường khác nhau?,1,0,0,0,0,0,0,0,0,0
phù hợp với gia đình loài chó nào thích nghi với khí hậu nóng mà không gặp nhiều vấn đề sức khỏe?,1,0,0,0,0,0,0,0,0,0
thích hợp cho gia đình có trẻ nhỏ năng động tôi muốn một chú chó có tính cách độc lập và không cần chú ý quá nhiều.,1,0,0,1,0,1,0,1,1,0
phù hợp cho người bận rộn thân thiện tôi muốn tìm một chú chó thông minh và dễ huấn luyện.,1,1,1,0,0,1,0,0,1,1
cảnh giác với người lạ dễ nuôi tôi cần tìm một giống chó có thể làm bạn đồng hành khi đi bộ đường dài.,1,0,0,0,0,0,0,0,0,0
thích hợp cho gia đình có trẻ nhỏ thân thiện tôi muốn tìm một chú chó thông minh và dễ huấn luyện.,1,1,1,0,0,1,0,0,1,1
dễ bảo quản thích các hoạt động loài chó nào thích hợp với người lần đầu nuôi và dễ huấn luyện?,1,0,0,0,0,0,0,0,0,0
chó nào hoàn hảo và thích hợp cho gia đình có trẻ nhỏ và phù hợp để sống trong nhà có sân vườn rộng và thích chạy nhảy?,1,0,0,0,1,0,0,0,0,1
chó nào có khả năng chịu lạnh mà vẫn dễ nuôi và dành cho người mới nuôi và phù hợp với căn hộ nhỏ?,0,0,1,0,0,0,1,0,0,0
dễ bảo quản phù hợp với gia đình chó nào có tính cách vui vẻ và thích hợp với môi trường gia đình đông người?,1,0,0,0,0,0,0,0,0,0
"dễ bảo quản lý tưởng tôi cần một giống chó thông minh, dễ dạy và không cần nhiều chải lông.",1,0,1,0,0,0,0,0,1,0
có thể sống trong không gian nhỏ loài chó nào có thể đồng hành trong các chuyến đi cắm trại?,1,0,0,0,0,0,0,0,0,0
loài chó nào thân thiện và dễ bảo quản và phù hợp với vùng khí hậu lạnh và sống ngoài trời?,1,1,0,0,0,1,0,0,1,1
chó nào dễ nuôi và không gây dị ứng và phù hợp với người thích chạy bộ và cần một người bạn đồng hành?,1,0,0,0,0,0,0,0,0,0
thân thiện với thú cưng khác năng động loài chó nào thích hợp với người thích không gian yên tĩnh và đọc sách?,1,1,0,1,0,1,0,1,1,1
có thể sống trong không gian nhỏ năng động chó nào có khả năng thích nghi tốt với nhiều loại môi trường khác nhau?,1,0,0,1,0,1,0,1,1,0
thích nghi tốt thân thiện loài chó nào có khả năng thích nghi với môi trường thay đổi liên tục?,1,1,0,0,0,1,0,0,1,1
dành cho người mới nuôi tốt nhất tôi muốn tìm một chú chó có thể chịu được cả nóng lẫn lạnh.,1,0,0,0,0,0,0,0,0,0
thích hợp cho gia đình có trẻ nhỏ lý tưởng có giống chó nào thích chơi đùa và năng động không?,1,0,0,1,0,1,0,1,1,0
dành cho người mới nuôi thích các hoạt động tôi cần một giống chó dễ chăm sóc và không cần tắm thường xuyên.,1,0,0,0,0,0,0,0,0,0
cảnh giác với người lạ tôi cần tìm một giống chó không cần nhiều vận động nhưng vẫn thích chơi đùa.,1,0,0,0,0,0,0,0,0,0
"tôi cần một giống chó nhỏ, dễ chăm sóc và cảnh giác với người lạ và phù hợp với gia đình và cảnh giác với người lạ và phù hợp với căn hộ.",1,0,0,1,1,0,0,0,0,1
dễ bảo quản ít cần chăm sóc chó nào có thể sống chung với các động vật khác và không gây vấn đề?,1,0,0,0,0,0,0,0,0,0
loài chó nào không sủa nhiều và cảnh giác với người lạ và phù hợp với người sống trong căn hộ cao tầng?,1,0,0,0,0,0,0,0,0,0
loài chó nào thân thiện với động vật khác và thích các hoạt động và không gây dị ứng và phù hợp với môi trường đa thú cưng?,1,1,0,0,0,1,0,0,1,1
dành cho người mới nuôi hoàn hảo loài chó nào có thể sống tốt ở khu vực nhiệt đới và ít gặp vấn đề về sức khỏe?,1,0,0,0,0,0,0,0,0,0
"phù hợp cho người bận rộn bảo vệ tốt tôi cần một giống chó nhỏ, ít sủa và thân thiện với người lạ.",1,1,1,1,1,1,0,1,1,1
thân thiện với thú cưng khác thân thiện loài chó nào có thể sống tốt ở khu vực nông thôn và không cần nhiều chăm sóc?,1,1,0,0,0,1,0,0,1,1
"không gây dị ứng bảo vệ tốt tôi muốn tìm một chú chó lớn, thích hợp cho việc tập thể dục ngoài trời.",0,0,1,0,0,0,0,1,0,0
cảnh giác với người lạ lý tưởng tôi muốn một chú chó không quá đòi hỏi thời gian chăm sóc nhưng vẫn thân thiện.,1,1,0,0,0,1,0,0,1,1
không gây dị ứng thích các hoạt động chó nào có thể sống tốt trong gia đình có nhiều thú cưng khác?,1,0,0,0,0,0,0,0,0,0
dễ bảo quản thân thiện tôi muốn tìm một chú chó thích chơi ném bóng và rất năng động.,1,1,0,1,0,1,0,1,1,1
chó nào thích các hoạt động và thích nghi tốt và phù hợp để làm bạn đồng hành cho người thường xuyên đi công tác?,1,0,0,0,0,0,0,0,0,0
có thể sống trong không gian nhỏ bảo vệ tốt tôi muốn tìm một giống chó thích hợp cho cuộc sống trong chung cư cao tầng.,0,0,1,1,0,0,0,1,0,0
ít rụng lông thích các hoạt động chó nào có thể sống tốt ở khu vực khí hậu nhiệt đới?,1,0,0,0,0,0,0,0,0,0
không gây dị ứng dễ nuôi chó nào có khả năng giữ nhà nhưng không quá hung dữ?,1,0,0,0,0,0,0,0,0,0
chó nào không sủa nhiều và thích hợp cho gia đình có trẻ nhỏ và phù hợp với gia đình và thích hợp cho gia đình có trẻ nhỏ và phù hợp với không gian sống đô thị?,1,0,0,0,0,0,0,0,0,0
chó nào ít cần chăm sóc và có thể sống trong không gian nhỏ và phù hợp với người muốn thú cưng nhỏ gọn và dễ dạy bảo?,1,0,0,0,1,0,0,0,0,0
ít rụng lông ít cần chăm sóc tôi muốn tìm một giống chó có thể sống tốt trong vùng khí hậu khô và nóng.,1,0,0,0,0,0,0,0,0,0
thích hợp cho gia đình có trẻ nhỏ bảo vệ tốt tôi muốn tìm một chú chó có thể bảo vệ nhưng vẫn yêu thương chủ nhân.,1,0,1,0,0,0,0,1,0,0
phù hợp nhất chó nào có thể làm bạn đồng hành tốt cho người thích đọc sách và yên tĩnh?,1,0,0,0,0,0,0,0,0,0
có thể sống trong không gian nhỏ tốt nhất tôi muốn một chú chó thích chơi đùa và không quá lớn.,1,0,0,0,0,0,0,0,0,0
chó nào có khả năng chịu lạnh mà vẫn ít cần chăm sóc và có thể sống trong không gian nhỏ và phù hợp với căn hộ nhỏ?,0,0,1,0,0,0,1,0,0,0
chó nào lý tưởng và dễ bảo quản và phù hợp để sống trong căn hộ cao tầng và không cần vận động nhiều?,1,0,0,0,0,0,0,0,0,0
tôi cần tìm một chú chó dễ nuôi và không gây dị ứng và phù hợp với gia đình thường xuyên di chuyển.,1,0,0,0,0,0,0,0,0,0
thích các hoạt động tôi muốn một chú chó có thể bảo vệ nhưng không gây nguy hiểm cho trẻ em.,0,0,1,0,0,0,0,1,0,0
chó nào ít rụng lông và phù hợp để bảo vệ nhà nhưng không quá hung dữ?,0,0,1,0,0,0,0,1,0,0
phù hợp cho người bận rộn bảo vệ tốt chó nào có thể làm bạn đồng hành tốt cho người thích đọc sách và yên tĩnh?,0,0,1,0,0,0,0,1,0,0
chó nào phù hợp cho người bận rộn và phù hợp với gia đình và phù hợp cho người bận rộn và phù hợp để làm bạn đồng hành cho người sống một mình?,1,0,0,0,0,0,0,0,0,0
"ít rụng lông ít cần chăm sóc chó nào có tính cách vui vẻ, thân thiện và thích hợp cho trẻ nhỏ?",1,1,0,0,0,1,0,0,1,1
chó nào lý tưởng và dành cho người mới nuôi và phù hợp để làm bạn đồng hành đi bộ đường dài hoặc cắm trại?,1,0,0,0,0,0,0,0,0,0
cảnh giác với người lạ ít cần chăm sóc tôi cần tìm một giống chó có thể canh giữ tốt nhưng vẫn yêu thương chủ nhân.,1,0,0,0,0,0,0,0,0,0
loài chó nào không sủa nhiều và lý tưởng và có thể sống trong không gian nhỏ và phù hợp với người sống trong căn hộ cao tầng?,1,0,0,0,0,0,0,0,0,0
cảnh giác với người lạ bảo vệ tốt tôi cần một chú chó trầm tĩnh và ít sủa.,0,0,1,0,0,0,0,1,0,0
loài chó nào tốt nhất và dành cho người mới nuôi và phù hợp với người thích đi phượt?,1,0,0,0,0,0,0,0,0,0
dành cho người mới nuôi thích các hoạt động loài chó nào có thể làm bạn đồng hành cho người thích các hoạt động thể thao?,0,0,0,0,0,0,1,1,0,0
phù hợp cho người bận rộn tốt nhất chó nào có thể giúp cảnh báo nhưng không quá hung dữ với người lạ?,1,0,0,0,0,0,0,0,0,0
dành cho người mới nuôi ít cần chăm sóc chó nào có thể sống tốt trong môi trường căn hộ nhưng vẫn cần một ít không gian vận động?,1,0,0,0,0,0,0,0,0,0
cảnh giác với người lạ bảo vệ tốt tôi cần tìm một giống chó dễ huấn luyện và thích hợp cho người mới nuôi.,0,0,1,0,0,0,0,1,0,0
không gây dị ứng phù hợp nhất loài chó nào thích hợp để bảo vệ nhưng vẫn vui vẻ và thân thiện?,1,1,1,0,0,1,0,1,1,1
chó nào thân thiện và dành cho người mới nuôi và phù hợp với người thích yên tĩnh và không cần nhiều hoạt động?,1,1,0,0,0,1,0,0,1,1
thích hợp cho gia đình có trẻ nhỏ hoàn hảo loài chó nào dễ dạy và có thể học các trò vui đơn giản?,1,0,0,0,0,0,0,0,0,0
loài chó nào năng động và phù hợp cho người bận rộn và phù hợp để làm chó cứu hộ hoặc chó hướng dẫn?,1,0,0,1,0,1,0,1,1,0
thích nghi tốt bảo vệ tốt loài chó nào có thể sống tốt ở khu vực khí hậu lạnh và thích các hoạt động ngoài trời?,0,0,1,0,0,0,0,1,0,0
không gây dị ứng thân thiện loài chó nào có thể sống tốt ở khu vực nhiệt đới và ít gặp vấn đề về sức khỏe?,1,1,0,0,0,1,0,0,1,1
"tôi muốn một chú chó có khả năng chịu nóng, thích các hoạt động và thích nghi tốt và phù hợp với trẻ nhỏ và không cần chăm sóc nhiều.",0,0,0,1,0,1,0,0,0,0
chó nào ít cần chăm sóc và phù hợp với người thích vận động và đi bộ đường dài?,1,0,0,0,0,0,0,0,0,0
thân thiện với thú cưng khác lý tưởng tôi muốn một chú chó vui vẻ và có khả năng chơi đùa cả ngày.,1,1,0,0,0,1,0,0,1,1
chó nào bảo vệ tốt và phù hợp để đồng hành trong các chuyến leo núi?,0,0,1,0,0,0,0,1,0,0
ít rụng lông dễ nuôi chó nào có thể sống tốt trong căn hộ nhỏ mà không cần vận động nhiều?,1,0,0,0,0,0,0,0,0,0
tôi muốn tìm một chú chó thân thiện với thú cưng khác và phù hợp để bảo vệ nhưng vẫn yêu thương chủ nhân.,1,1,1,0,0,1,0,1,1,1
loài chó nào bảo vệ tốt và không gây dị ứng và phù hợp với gia đình đông người và yêu thích các hoạt động ngoài trời?,1,0,1,0,0,0,0,1,0,0
dành cho người mới nuôi phù hợp nhất chó nào có thể sống chung với các thú cưng khác như mèo và chim?,1,0,0,0,0,0,0,0,0,0
thích hợp cho gia đình có trẻ nhỏ tốt nhất loài chó nào tốt cho người có lối sống năng động và thích di chuyển?,1,0,0,1,0,1,0,1,1,0
"tôi muốn tìm một giống chó nhỏ, dễ chăm sóc và thích các hoạt động và thích hợp cho gia đình có trẻ nhỏ và phù hợp với cuộc sống đô thị.",1,0,0,1,1,0,0,0,0,1
chó nào thích các hoạt động và dễ bảo quản và phù hợp với người muốn một thú cưng năng động nhưng ít rụng lông?,1,0,0,1,0,1,0,1,1,0
ít rụng lông bảo vệ tốt tôi cần tìm một giống chó thích nghi với khí hậu nóng và không cần nhiều chăm sóc lông.,0,0,1,0,0,0,0,1,0,0
chó nào lý tưởng và không gây dị ứng và phù hợp với người thích chạy bộ và cần một người bạn đồng hành?,1,0,0,0,0,0,0,0,0,0
cảnh giác với người lạ thân thiện tôi muốn một chú chó có thể sống tốt trong nhà có nhiều trẻ em.,1,1,0,0,1,1,0,0,1,1
"tôi muốn một chú chó có khả năng chịu nóng, lý tưởng và có thể sống trong không gian nhỏ và phù hợp với trẻ nhỏ và không cần chăm sóc nhiều.",0,0,0,1,0,1,0,0,0,0
chó nào thích nghi tốt và phù hợp nhất và thích nghi tốt và phù hợp với người yêu thích hoạt động ngoài trời và dã ngoại?,1,0,0,0,0,0,0,0,0,0
cảnh giác với người lạ phù hợp với gia đình chó nào có khả năng thích nghi tốt với nhiều loại môi trường khác nhau?,1,0,0,0,0,0,0,0,0,0
không gây dị ứng hoàn hảo loài chó nào có thể sống tốt ở khu vực khí hậu lạnh và thích các hoạt động ngoài trời?,1,0,0,0,0,0,0,0,0,0
không gây dị ứng phù hợp với gia đình loài chó nào có tính cách trung thành và bảo vệ chủ nhân?,1,1,1,0,0,0,0,1,0,0
cảnh giác với người lạ thích các hoạt động loài chó nào không cần vận động nhiều nhưng vẫn thích chơi đùa?,1,0,0,0,0,0,0,0,0,0
loài chó nào có thể làm bạn đồng hành tốt cho người thích làm vườn?,1,0,0,0,0,0,0,0,0,0
phù hợp cho người bận rộn lý tưởng tôi muốn một chú chó có tính cách nhẹ nhàng nhưng vẫn có khả năng cảnh báo tốt.,1,0,0,0,0,0,0,0,0,0
thích nghi tốt bảo vệ tốt tôi muốn một chú chó dễ huấn luyện và thích hợp với gia đình đông người.,1,0,1,0,0,0,0,1,0,0
chó nào thích hợp cho gia đình có trẻ nhỏ và phù hợp với gia đình có trẻ nhỏ và thích các hoạt động ngoài trời?,1,0,0,0,0,0,0,0,0,0
không gây dị ứng thích các hoạt động chó nào có thể sống chung với các động vật khác và không gây vấn đề?,1,0,0,0,0,0,0,0,0,0
cảnh giác với người lạ bảo vệ tốt tôi cần tìm một giống chó có thể đi du lịch cùng tôi mà không gặp vấn đề lo âu.,0,0,1,0,0,0,0,1,0,0
Tôi muốn một chú chó có thể bảo vệ nhưng không gây nguy hiểm cho trẻ em.,0,0,1,0,0,0,0,1,0,0
Chó nào có thể giúp cảnh báo nhưng không quá hung dữ với người lạ?,1,0,0,0,0,0,0,0,0,0
không gây dị ứng thân thiện tôi muốn một chú chó có thể sống tốt trong nhà có nhiều trẻ em.,1,1,0,0,1,1,0,0,1,1
Loài chó nào thích nghi với khí hậu nóng mà không gặp nhiều vấn đề sức khỏe?,1,0,0,0,0,0,0,0,0,0
loài chó nào dễ bảo quản và phù hợp với người sống ở vùng núi và thích khí hậu lạnh?,1,0,0,0,0,0,0,0,0,0
tôi cần tìm một chú chó phù hợp cho người bận rộn và phù hợp với gia đình thường xuyên di chuyển.,1,0,0,0,0,0,0,0,0,0
dành cho người mới nuôi dễ nuôi loài chó nào có thể sống cùng với mèo mà không gây vấn đề?,1,0,0,0,0,0,0,0,0,0
thân thiện với thú cưng khác ít cần chăm sóc loài chó nào có thể canh gác và cảnh báo nhưng không quá hung dữ?,1,1,1,0,0,1,0,0,1,1
tôi muốn tìm một chú chó phù hợp cho người bận rộn và phù hợp với gia đình và phù hợp cho người bận rộn và phù hợp với cuộc sống bận rộn nhưng vẫn cần sự hiện diện của thú cưng.,1,0,0,0,0,0,0,0,0,0
chó nào phù hợp nhất và phù hợp để làm bạn đồng hành đi bộ đường dài hoặc cắm trại?,1,0,0,0,0,0,0,0,0,0
dành cho người mới nuôi hoàn hảo loài chó nào chịu lạnh tốt mà thân thiện với trẻ em?,1,1,1,0,0,1,1,0,1,1
dành cho người mới nuôi phù hợp với gia đình loài chó nào thích hợp với người bận rộn nhưng vẫn muốn thú cưng?,1,0,0,0,0,0,0,0,0,0
phù hợp cho người bận rộn dễ nuôi chó nào có thể sống trong căn hộ và thích nghi tốt với cuộc sống đô thị?,1,0,0,0,0,0,0,0,0,0
phù hợp cho người bận rộn chó nào có thể đồng hành cùng người thích đi bơi và các hoạt động nước?,1,0,0,0,0,0,0,0,0,0
tôi muốn một chú chó không sợ tiếng ồn và không gây dị ứng và phù hợp nhất và không gây dị ứng và phù hợp với thành phố.,1,0,0,0,0,0,0,0,0,0
loài chó nào có tính cách yêu thương và ít cần chăm sóc và có thể sống trong không gian nhỏ và phù hợp để làm bạn đồng hành lâu dài?,1,0,0,0,0,0,0,0,0,0
loài chó nào dễ nuôi và dễ bảo quản và phù hợp với gia đình đông người và yêu thích các hoạt động ngoài trời?,1,0,0,0,0,0,0,0,0,0
thích nghi tốt thích các hoạt động chó nào có khả năng thích nghi tốt với nhiều loại môi trường khác nhau?,1,0,0,0,0,0,0,0,0,0
cảnh giác với người lạ dễ nuôi loài chó nào có khả năng thích ứng tốt với các môi trường sống khác nhau?,1,0,0,0,0,0,0,0,0,0
ít rụng lông phù hợp nhất tôi cần một chú chó trầm tĩnh và ít sủa.,1,0,0,0,0,0,0,0,0,0
phù hợp cho người bận rộn tốt nhất loài chó nào chịu lạnh tốt nhất?,0,0,1,0,0,0,1,0,0,0
thích nghi tốt thích các hoạt động chó nào chịu lạnh tốt và ít cần chăm sóc lông?,0,0,1,0,0,0,1,0,0,0
loài chó nào năng động và thích hợp cho gia đình có trẻ nhỏ và phù hợp với gia đình đông người và yêu thích các hoạt động ngoài trời?,1,0,0,1,0,1,0,1,1,0
tôi muốn tìm một chú chó bảo vệ tốt và không gây dị ứng và phù hợp với người yêu thích sự yên tĩnh.,0,0,1,0,0,0,0,1,0,0
thích hợp cho gia đình có trẻ nhỏ dễ nuôi loài chó nào có tính cách thân thiện và dễ hòa đồng với các thú cưng khác?,1,1,0,0,0,1,0,0,1,1
dễ bảo quản bảo vệ tốt loài chó nào có thể làm bạn đồng hành tốt cho người thích làm vườn?,0,0,1,0,0,0,0,1,0,0
thích nghi tốt năng động tôi muốn một chú chó nhỏ nhưng vẫn có thể canh gác tốt.,1,0,1,1,1,1,0,1,1,1
chó nào thích các hoạt động và dễ bảo quản và phù hợp với người thích tập thể dục vào sáng sớm?,1,0,0,0,0,0,0,0,0,0
có thể sống trong không gian nhỏ thích các hoạt động tôi muốn tìm một giống chó thông minh nhưng không quá năng động.,1,0,1,1,0,1,0,1,1,0
ít rụng lông hoàn hảo loài chó nào có khả năng chịu lạnh và thích hợp với khí hậu lạnh giá?,0,0,1,0,0,0,1,0,0,0
dễ bảo quản tốt nhất chó nào có thể sống tốt trong căn hộ nhỏ mà không cần vận động nhiều?,1,0,0,0,0,0,0,0,0,0
ít rụng lông thân thiện loài chó nào thân thiện với trẻ nhỏ và có thể sống trong môi trường căn hộ?,1,1,0,0,0,1,0,0,1,1
chó nào bảo vệ tốt và ít rụng lông và phù hợp với người yêu thích hoạt động ngoài trời và dã ngoại?,0,0,1,0,0,0,0,1,0,0
thích hợp cho gia đình có trẻ nhỏ thân thiện loài chó nào tốt cho gia đình có trẻ nhỏ và dễ chăm sóc?,1,1,0,0,0,1,0,0,1,1
phù hợp với gia đình có loài chó nào dễ chăm sóc và ít bệnh không?,1,0,0,0,0,0,0,0,0,0
thích nghi tốt tôi muốn một chú chó có thể bảo vệ nhưng không gây nguy hiểm cho trẻ em.,0,0,1,0,0,0,0,1,0,0
không gây dị ứng thân thiện tôi muốn một chú chó có khả năng thích nghi với các hoạt động ngoài trời và trong nhà.,1,1,0,0,1,1,0,0,1,1
chó nào không sủa nhiều và thân thiện và cảnh giác với người lạ và phù hợp với không gian sống đô thị?,1,1,0,0,0,1,0,0,1,1
